protein_id	gene_names	OR-01	OR-04	OR-07	OR-09	OR-10	OR-13	OR-20	OR-23	OR-25	PD-02	PD-03	PD-04	PD-06	PD-07	PD-08	PD-09	PD-10	PD-11
P18206	VCL	142470000	116340000	119980000	171160000	188040000	112370000	134780000	153420000	110990000	242730000	122110000	215480000	143150000	179360000	169660000	399230000	144940000	163410000
P18440	NAT1	3277200	758440	26104000	NA	5111900	152920000	13626000	14592000	45237000	84102000	372580000	56831000	6207300	4491400	4253300	18224000	70009000	3663600
P18583	SON	10949000	10647000	13770000	16219000	17183000	13961000	14840000	9194700	14457000	14298000	16276000	14344000	14343000	24589000	16108000	14886000	8741400	10913000
P18615	RDBP	NA	NA	NA	NA	NA	NA	NA	1413400	NA	NA	1818300	NA	NA	NA	7038600	NA	NA	NA
P18621	RPL17	50282000	51390000	42128000	41209000	43619000	44223000	44322000	46268000	25098000	49914000	32002000	29249000	34340000	36248000	60556000	13172000	31808000	32071000
P18669;P15259;Q8N0Y7	PGAM1	46389000	27816000	20928000	16699000	11040000	19800000	24949000	36882000	29025000	41248000	17168000	58042000	16311000	20909000	38644000	29573000	38903000	64818000
P18754	RCC1	14441000	11650000	27625000	33807000	120370000	46247000	23654000	25756000	NA	57991000	28400000	30882000	77481000	30766000	30414000	19260000	12582000	43647000
P18859	ATP5J	11479000	6766700	6846600	16340000	23088000	NA	NA	2382800	NA	8597100	17356000	3536900	6006500	NA	NA	9389300	25026000	NA
P18887	XRCC1	NA	3718000	3288200	4059100	NA	4142000	NA	4168600	3298100	NA	9523600	NA	NA	NA	5309200	2548700	NA	NA
P19338	NCL	324270000	123900000	173510000	193660000	211530000	151620000	174390000	294870000	96944000	422640000	385010000	417530000	470410000	321380000	805650000	321010000	330080000	401640000
P19367	HK1	100110000	308110000	161390000	212300000	167270000	142030000	199630000	156960000	108590000	120100000	90362000	123730000	292830000	131060000	129350000	96197000	140410000	146260000
P19404	NDUFV2	3729700	NA	4144800	NA	6934600	NA	3662300	14304000	NA	4212600	8712200	7213100	6546400	3360000	2582900	7516800	18192000	4218900
P19440;P36268;A6NGU5;B5MD39;Q14390	GGT1;GGT2;GGT3P	NA	1180500	2807800	NA	641540	NA	NA	NA	NA	1164100	1380700	NA	8350000	596180	NA	NA	1066500	NA
P19525	EIF2AK2	7094900	16924000	16848000	23803000	8151200	10942000	10519000	10044000	16239000	8646700	8733900	13508000	8308700	15113000	6222200	7396400	5403000	6940800
P19623	SRM	14310000	NA	NA	NA	5257100	NA	2368900	9411100	NA	21683000	4395600	7731300	14378000	2579800	NA	5948000	3685400	3884600
P19634	SLC9A1	NA	NA	NA	1664200	NA	2345200	NA	1403300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P19823	ITIH2	12300000	3399400	NA	5155700	14283000	5697300	4903800	NA	5256800	6144600	7653200	NA	5075200	NA	NA	6847400	3661000	NA
P19827;CON__Q0VCM5	ITIH1	25270000	7370700	5494300	8209100	18480000	9358400	4584900	NA	17401000	16782000	9530500	3395100	11441000	3710800	NA	41929000	23686000	NA
P19838	NFKB1	NA	1890300	NA	NA	NA	NA	NA	2619700	NA	NA	2350700	2162400	1682000	NA	NA	NA	NA	NA
P19971	TYMP	52095000	33045000	21190000	49881000	40362000	23125000	6980500	9293300	53256000	67394000	18078000	303710000	84491000	270060000	226420000	105220000	52913000	482590000
P20036	HLA-DPA1	NA	NA	NA	NA	NA	NA	NA	NA	3327200	NA	NA	4986900	NA	NA	NA	NA	NA	NA
P20039	HLA-DRB1	34356000	NA	1616600	NA	24577000	NA	1697400	3394200	NA	NA	1276300	NA	NA	NA	NA	5055400	2464200	NA
P20042	EIF2S2	7604600	10307000	11491000	9464900	16904000	6426200	7274600	10381000	9418300	22783000	28125000	26455000	19674000	17654000	44399000	13690000	29904000	9988200
P20073	ANXA7	49540000	45567000	23857000	89656000	178610000	73742000	47111000	37677000	34711000	46526000	43547000	43712000	44470000	39362000	60052000	34177000	48523000	88043000
P20231;Q15661;Q9BZJ3	TPSB2;TPSAB1;TPSD1	1189600	NA	2263800	NA	23154000	3386600	NA	2283300	NA	33376000	1672300	NA	NA	NA	NA	13863000	2608800	NA
P20290	BTF3	NA	4810600	8342500	14443000	NA	NA	6409400	5812900	6733100	10388000	10040000	7565000	11311000	11090000	7782600	NA	12696000	35229000
P20339	RAB5A	10984000	10425000	15401000	17242000	23197000	14591000	23436000	19887000	22275000	8033100	15042000	11642000	11467000	19796000	6961100	38445000	14288000	18133000
P20340;Q9NRW1	RAB6A	338320000	206480000	153860000	122110000	125260000	143850000	107850000	139270000	121840000	91399000	70844000	134530000	129330000	98554000	80026000	191770000	122300000	182570000
P20591	MX1	13856000	18355000	119280000	187730000	25432000	61952000	NA	5156800	6597600	22071000	NA	52882000	7253400	67325000	46944000	730110	27941000	68469000
P20618	PSMB1	39476000	41267000	18598000	45652000	32624000	25268000	29522000	20515000	27888000	24774000	23371000	37676000	20368000	19914000	17077000	34566000	32695000	27161000
P20645	M6PR	14320000	12257000	12625000	27320000	14198000	12169000	26664000	24838000	16103000	10623000	13140000	26079000	6689600	10812000	5157600	17627000	9134900	4297300
P20674	COX5A	20681000	10146000	21650000	22552000	30635000	8671500	14085000	36701000	5591200	16231000	14072000	23984000	11844000	5250800	24416000	15044000	30085000	8305800
P20700	LMNB1	236360000	304370000	362360000	420200000	383430000	476880000	481590000	255460000	338180000	414170000	388520000	509050000	274030000	207720000	295800000	176940000	205690000	240900000
P20774	OGN	40139000	7817000	41039000	29428000	28781000	43555000	11393000	NA	31749000	40112000	30060000	5451500	13384000	9734200	4044300	69697000	39418000	NA
P20810	CAST	4174800	NA	5882700	3817400	NA	NA	4803900	3412600	6729200	9585600	4303700	10407000	11767000	35505000	11722000	8999000	NA	15960000
P20908	COL5A1	65089000	NA	28039000	40895000	23673000	NA	NA	NA	NA	NA	4863900	NA	NA	9600700	NA	16351000	41079000	NA
P20929	NEB	NA	NA	NA	NA	NA	NA	11273000	5819500	NA	NA	6043900	NA	NA	NA	NA	NA	NA	NA
P20962	PTMS	NA	NA	NA	NA	NA	NA	NA	NA	NA	1691600	3231700	NA	1819100	1697700	NA	NA	NA	5784500
P21266	GSTM3	12803000	15125000	23681000	14493000	4152000	43718000	32039000	63645000	NA	57062000	93071000	NA	24560000	7649600	42471000	77190000	15841000	101250000
P21281	ATP6V1B2	9250400	3894500	7500700	21274000	6978700	7763900	22529000	8520300	19316000	10464000	14280000	16939000	5999500	15335000	9580700	23077000	4606300	6140500
P21283	ATP6V1C1	11230000	3448700	NA	4455500	2954300	NA	NA	5106200	NA	NA	NA	4235600	10285000	NA	3987100	NA	NA	3535200
P21291	CSRP1	11479000	7760900	10771000	22128000	7186600	9455700	6615600	17696000	10462000	37154000	11198000	16635000	13349000	24757000	9367600	18575000	16815000	17703000
P21333	FLNA	1083500000	171970000	667790000	947820000	591930000	322450000	324450000	122110000	215390000	1296300000	444450000	1057400000	800340000	1606300000	1642400000	1489900000	1044400000	826190000
P21397	MAOA	5203700	2183500	2908600	NA	NA	10133000	4590800	119650000	NA	3627800	NA	NA	3676000	NA	2710200	NA	2897600	2728300
P21399	ACO1	25469000	41030000	6894100	13860000	20006000	22242000	15803000	51101000	40001000	13236000	18106000	33166000	18469000	20455000	8785500	21420000	12703000	30731000
P21579;Q8N9I0;O00445	SYT1	4710100	NA	NA	14254000	NA	NA	4545600	NA	5301100	NA	6150500	NA	NA	NA	NA	22992000	NA	NA
P21796	VDAC1	299140000	692560000	753210000	962630000	328100000	285520000	760490000	290290000	486500000	187390000	258570000	142520000	721610000	608270000	290670000	253460000	341870000	407900000
P21810	BGN	331020000	64573000	163140000	270300000	205130000	150350000	116670000	NA	331200000	117260000	73921000	85874000	51062000	52759000	14266000	283130000	340020000	23616000
P21912	SDHB	6730900	10921000	8308900	8370700	20447000	13289000	15806000	35587000	7958800	6577800	6338900	9820800	9725600	5301200	NA	8734200	7030300	6075100
P21926	CD9	7352000	23343000	21298000	33109000	47197000	50605000	58380000	50886000	67131000	24786000	36225000	19462000	20121000	13272000	NA	14511000	18303000	15697000
P21964	COMT	3487900	3632800	6172600	5123300	2203800	4891700	6053200	29001000	NA	4008500	11464000	7239400	7410200	3449000	NA	4396700	9819000	NA
P21980;O43548	TGM2	2616500	4706300	91995000	853070	4682700	4204400	984940	NA	2964000	6044700	559640	3461100	306040000	63110000	30072000	4843100	2731600	5099400
P22033	MUT	7340700	12732000	6011100	10030000	16735000	12263000	5387800	26383000	16416000	12306000	14849000	8475100	17429000	19439000	15829000	16057000	21755000	13533000
P22059	OSBP	6498200	7964700	5721000	3940600	13464000	7727700	6338300	22495000	5951400	17416000	3628000	11079000	11696000	5412800	4921100	4577800	4745700	8221100
P22061	PCMT1	13202000	10649000	6767100	NA	6067400	NA	9925300	5519300	NA	16933000	15176000	30263000	4145200	25113000	39364000	15541000	11532000	20615000
P22087	FBL	21254000	24989000	26116000	23732000	51756000	30021000	11875000	49078000	12218000	44983000	26961000	24603000	23709000	59936000	3770000	24529000	25868000	45303000
P22102	GART	NA	5399800	4930900	2230700	3542800	4349600	3971700	5766700	NA	2955700	NA	4706200	3106500	4731700	NA	NA	3262100	4972500
P22234	PAICS	33915000	21794000	8391400	15951000	12979000	21577000	23413000	42774000	28121000	30428000	57909000	25172000	34090000	11076000	43001000	25774000	38342000	56119000
P22307	SCP2	15862000	19623000	6742000	39305000	17474000	23081000	14996000	22011000	11010000	78083000	44817000	51467000	64944000	43267000	21369000	57142000	46675000	35880000
P22314	UBA1	397920000	428270000	225060000	288110000	340870000	295350000	575740000	426300000	336250000	440210000	564960000	422360000	310310000	328770000	277440000	400940000	349390000	1237100000
P22392;O60361	NME2;NME2P1	112630000	119350000	78910000	88036000	53029000	84523000	87501000	101120000	96460000	93238000	119560000	137340000	640450000	137520000	201760000	99375000	324260000	138220000
P22528;P35321	SPRR1B;SPRR1A	1445900	20436000	NA	4278200	2637800	19934000	7784300	3493800	2338000	5388500	2851200	1679300	4216300	NA	4681000	3432300	8402400	9263700
P22531;P22532;P35325;P35326;Q96RM1	SPRR2E;SPRR2D;SPRR2B;SPRR2A;SPRR2F	2284600	17123000	12914000	3510700	8689600	38383000	15422000	10808000	10029000	13009000	9304200	2367600	9665000	NA	10149000	11177000	21897000	13223000
P22570	FDXR	14193000	5238800	1515500	3318600	3969900	4649300	72731000	9370700	2891400	3160000	4070000	13599000	NA	1049300	31000000	NA	2164700	4331800
P22626	HNRNPA2B1	1003300000	1077800000	807580000	1116900000	1330300000	850380000	1132400000	825400000	612290000	1102000000	1063900000	799870000	832640000	710910000	775840000	766980000	903720000	596820000
P22694	PRKACB	22659000	5025600	3880300	4655300	NA	9143400	5896200	2477600	10519000	13590000	12076000	3005000	6661200	4866500	11242000	9418300	2780800	5594200
P22695	UQCRC2	84185000	84677000	54697000	111290000	139750000	65215000	142200000	113920000	56658000	78564000	79289000	65168000	77187000	56002000	59709000	61746000	134030000	75719000
P22735	TGM1	NA	NA	NA	NA	NA	7074800	3758800	2761100	NA	NA	NA	NA	NA	NA	NA	NA	14918000	5438700
P22830	FECH	NA	2176100	NA	NA	NA	NA	4146900	5310000	2907800	NA	NA	NA	2978300	NA	NA	3710500	NA	NA
P23142;CON__ENSEMBL:ENSBTAP00000016046	FBLN1	9209300	2412700	75291000	5876400	9468000	5215900	2123800	NA	1948800	5062800	19857000	4626400	2632300	6035100	5606400	77596000	19046000	3036600
P23193;Q15560	TCEA1	8571300	5091200	43954000	3081200	3486900	4867400	3091300	11205000	NA	12371000	7289500	5031900	11191000	4456000	5810800	7997500	NA	5093700
P23246	SFPQ	292550000	263220000	200550000	281670000	342270000	247990000	250660000	162330000	200130000	311450000	267300000	266910000	189610000	220600000	183730000	154430000	190800000	153390000
P23258;Q9NRH3	TUBG1;TUBG2	3310100	5663600	3578800	4372900	NA	2914400	10718000	NA	3321600	2142300	2356900	NA	NA	3029100	NA	NA	2410600	2271200
P23284	PPIB	44794000	38924000	56495000	50605000	90046000	52831000	19806000	56741000	24477000	41261000	29321000	79820000	23320000	62461000	26847000	113360000	47683000	28532000
P23297	S100A1	NA	NA	1611900	NA	2636700	NA	NA	63965000	NA	2547600	5514100	NA	NA	86533000	NA	NA	NA	NA
P23368;Q16798	ME2	12695000	11260000	14994000	4836900	7018500	10316000	23641000	28302000	8819200	6496500	5554300	10672000	11253000	5062500	13895000	11536000	14708000	8950400
P23381	WARS	13094000	3463000	6221500	11719000	11218000	6632600	7023200	8062300	29249000	13140000	14710000	199620000	8095700	16784000	29711000	23447000	13038000	40493000
P23396	RPS3	129040000	138270000	117650000	134470000	135290000	111330000	115470000	180190000	89162000	152260000	134120000	129670000	145890000	101480000	93741000	145440000	147540000	119670000
P23490	LOR	NA	NA	NA	NA	NA	3464500	2411400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23497;Q9H930	SP100	NA	NA	NA	3696300	NA	3044200	NA	2939200	NA	NA	NA	3448300	NA	NA	NA	NA	NA	NA
P23526	AHCY	89070000	68366000	53281000	59663000	96463000	101560000	79980000	230780000	155070000	132430000	132180000	85345000	69230000	76146000	112420000	82255000	68200000	74178000
P23528;Q9Y281	CFL1	299550000	478690000	199320000	252170000	211750000	206440000	198820000	164040000	237830000	264340000	266420000	301510000	461790000	297610000	417320000	463850000	476920000	381420000
P23588	EIF4B	21104000	8236600	30284000	16307000	18339000	9621000	8834200	20336000	24363000	25907000	30809000	11873000	17267000	12609000	40586000	8255400	8836700	16872000
P23634;Q16720	ATP2B4	9918100	18582000	25098000	18852000	39755000	25029000	18874000	26851000	7597500	9342500	17999000	1884400	8052500	9053900	NA	9201500	7934900	15926000
P23786	CPT2	20319000	53828000	16290000	19144000	39428000	32000000	37787000	54377000	13134000	22955000	28186000	37259000	22181000	21957000	36959000	NA	20306000	32358000
P23946	CMA1	NA	NA	NA	NA	6038800	NA	NA	NA	7196800	12201000	NA	NA	NA	NA	NA	NA	NA	NA
P24385	CCND1	2071700	NA	NA	1350300	NA	NA	14645000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P24534	EEF1B2	42673000	45074000	29413000	52856000	29361000	42101000	35712000	53157000	33493000	36017000	46790000	51403000	42914000	72954000	21903000	48116000	32605000	55897000
P24539	ATP5F1	74388000	148440000	74100000	60986000	130460000	57616000	119470000	93066000	76659000	47110000	62676000	47998000	60882000	46604000	68360000	58078000	67256000	66561000
P24593	IGFBP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5570400	3178800	NA	NA	NA	NA	NA	NA	NA
P24666	ACP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3882100	5854300	NA	6971100	NA	4618100	NA	6873100
P24752	ACAT1	50049000	59158000	35906000	41493000	117420000	100790000	99395000	180730000	36851000	35210000	61304000	94553000	66574000	83830000	114720000	44397000	97255000	56388000
P24821	TNC	37950000	197170000	123490000	118950000	144310000	NA	11303000	NA	NA	238400000	7857400	15873000	288620000	85887000	50632000	740970000	88170000	151260000
P24844	MYL9	9345600	NA	9497900	14077000	6743700	NA	3678400	1679300	NA	8723800	4254300	5732800	7994700	9324400	6011400	13309000	NA	NA
P24928	POLR2A	NA	4322300	NA	3983900	4169700	NA	4701800	3476900	NA	NA	3441900	4636200	2584900	NA	NA	NA	NA	NA
P25098	ADRBK1	7198200	NA	13429000	5915600	6875900	4181500	4598900	NA	NA	5296500	22082000	NA	NA	NA	NA	NA	4233500	NA
P25205	MCM3	20439000	28094000	24415000	28752000	6256300	8817300	14362000	6824100	11852000	17936000	41852000	25248000	23142000	16178000	43660000	7827000	7099600	8555700
P25311;A8MT79	AZGP1	3147200	31036000	60310000	3471600	4217500	19104000	16662000	7345300	5240500	6647700	5623000	2251200	4982600	2013600	NA	9321500	16148000	10698000
P25325	MPST	NA	NA	NA	1423000	NA	NA	NA	2982200	NA	NA	2554700	6610500	NA	NA	NA	NA	2609400	2659200
P25398	RPS12	43359000	34746000	39543000	39681000	40015000	30640000	28589000	52579000	24594000	41954000	41858000	39979000	41478000	34662000	34091000	45803000	51107000	24326000
P25490;O15391;Q96MM3	YY1;YY2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1551300	NA	NA	NA	1475700	NA	2855900	NA	NA
P25685;Q9UDY4	DNAJB1	14694000	7945000	8860000	8155300	9201200	12646000	16059000	9656400	8565200	12048000	28278000	10113000	20859000	14469000	39930000	7162600	6936800	9637400
P25705	ATP5A1	1052400000	1613700000	1378500000	763910000	1470400000	690070000	1336700000	1078400000	873390000	710700000	770590000	484210000	842570000	715440000	467960000	805940000	967100000	915330000
P25786	PSMA1	29533000	29225000	15833000	39438000	24038000	18803000	23302000	21592000	23961000	31030000	24041000	32752000	17536000	20297000	42016000	31977000	33056000	27392000
P25787	PSMA2	45582000	46914000	21144000	48635000	28863000	16831000	47348000	36075000	38099000	37121000	39068000	64050000	29061000	27640000	26554000	43897000	37315000	34712000
P25788	PSMA3	27676000	31035000	18348000	30414000	18518000	25562000	26188000	26194000	27150000	30150000	29556000	46203000	21382000	18712000	22901000	25633000	27867000	21890000
P25789	PSMA4	16286000	18588000	7913200	18421000	11397000	11212000	12440000	10685000	15342000	17172000	12335000	19323000	9796900	8483200	13887000	19628000	15630000	13343000
P25815	S100P	NA	NA	19954000	30355000	NA	NA	NA	29970000	88432000	NA	NA	46891000	290350000	28169000	NA	NA	38106000	7799600
P25929	NPY1R	NA	NA	NA	NA	NA	NA	NA	NA	82069000	NA	8887800	NA	NA	NA	NA	NA	3415700	NA
P26006	ITGA3	NA	3398300	NA	1961900	NA	NA	3479300	2406500	NA	NA	NA	NA	1929400	NA	NA	NA	NA	NA
P26038	MSN	317580000	169040000	166540000	168340000	182360000	86860000	88119000	67342000	174340000	225740000	91166000	149290000	117830000	118600000	106680000	160180000	210610000	171980000
P26196	DDX6	26677000	15583000	19291000	23347000	16867000	21675000	24815000	23999000	17249000	26760000	29315000	20508000	55391000	24865000	13587000	32786000	14289000	24571000
P26368	U2AF2	39128000	33746000	32827000	32576000	52189000	42156000	41060000	29236000	17748000	33992000	42958000	24903000	30702000	30538000	16921000	28138000	32444000	28984000
P26373	RPL13	112810000	119200000	98075000	115300000	143950000	105390000	115650000	188320000	100150000	151570000	102360000	136200000	123360000	88912000	70041000	93770000	109510000	97678000
P26440	IVD	NA	14307000	NA	13354000	18901000	18233000	13921000	50588000	10786000	17056000	13123000	33926000	NA	8254600	16114000	NA	10978000	15851000
P26447	S100A4	10403000	2058300	NA	NA	4894500	5145900	NA	NA	3332600	4011100	2213700	12868000	NA	2777200	NA	5081400	5827200	NA
P26583	HMGB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3162600	4067400	2838700	NA	NA	NA	NA	NA	NA
P26599	PTBP1	187120000	161360000	163330000	231750000	214560000	174170000	246450000	184020000	143420000	277670000	322580000	229650000	261130000	216270000	317130000	252060000	239050000	194520000
P26639;A2RTX5	TARS	17681000	9907300	9345200	6855400	5617000	2710200	8665700	11674000	8026800	29916000	15541000	19086000	35600000	4707200	8195600	22482000	8331600	18239000
P26640	VARS	23378000	20725000	54148000	34266000	33268000	54201000	104670000	35310000	76206000	68303000	48518000	44345000	62369000	85275000	59940000	64953000	42301000	44477000
P26641	EEF1G	250150000	373230000	105360000	161760000	259680000	151220000	125810000	204870000	124640000	196780000	159700000	193980000	179080000	195490000	216170000	165430000	148180000	137280000
P26885	FKBP2	8236200	33016000	4559900	7081100	11734000	6154700	7062500	11932000	NA	9322400	7313900	9999700	3967400	4738200	NA	6265100	5387600	7029800
P27105	STOM	11094000	70080000	31259000	97427000	137610000	16793000	11473000	44048000	5365800	51342000	7577900	26574000	40377000	25921000	26287000	22049000	37082000	29725000
P27144	AK4	17012000	6099200	5030000	4047800	3537200	6009000	5071900	51965000	NA	5938400	1989800	2424100	7453100	NA	4735500	6092600	5021500	5368300
P27338	MAOB	38877000	741420000	689890000	NA	326960000	5962600	3647200	12954000	53732000	71868000	65952000	33908000	14878000	202520000	5214000	267460000	NA	47107000
P27348	YWHAQ	71929000	64715000	74760000	88216000	23808000	80862000	100480000	64147000	92654000	52769000	72170000	69378000	110230000	75707000	114950000	75821000	58266000	68953000
P27361;Q16659;P31152	MAPK3	31245000	11120000	20657000	24371000	15713000	23170000	46668000	11911000	21074000	23067000	21008000	12682000	24314000	13803000	NA	17968000	16126000	8442100
P27482	CALML3	NA	NA	3577100	NA	NA	NA	NA	NA	32475000	34679000	NA	NA	2151700	NA	NA	NA	NA	NA
P27635;Q96L21	RPL10;RPL10L	28201000	18402000	28709000	29323000	29589000	23511000	16828000	36954000	18590000	30601000	20716000	28496000	23203000	30430000	26931000	15223000	23865000	18363000
P27694	RPA1	29866000	34573000	19024000	19999000	18369000	41709000	37408000	36719000	17540000	40182000	55168000	40811000	29245000	17710000	30915000	12928000	19509000	23562000
P27695	APEX1	2856800	1762200	3703200	5372800	8097900	2266300	4027900	8240000	NA	15092000	8005500	4262900	3775700	4628000	7647000	8383700	NA	4506900
P27708	CAD	11837000	16864000	13327000	22052000	23479000	15347000	27367000	11130000	39237000	11247000	18634000	20229000	17095000	7710800	20197000	10970000	17488000	24507000
P27797	CALR	217460000	175540000	121360000	88692000	143680000	193220000	71681000	172520000	159580000	430380000	215080000	661080000	246330000	601720000	433600000	428370000	435900000	498960000
P27816	MAP4	50542000	16099000	72315000	31628000	2435100	25371000	90902000	66049000	65173000	77973000	58321000	57129000	106890000	63256000	83359000	117350000	12421000	88799000
P27824	CANX	277330000	304090000	447810000	819220000	260130000	354030000	428220000	332510000	304140000	306600000	184850000	378210000	286320000	320220000	249630000	238540000	331800000	217100000
P28062	PSMB8	NA	12683000	NA	15091000	14149000	8237200	17190000	22530000	22191000	17522000	7397600	54342000	3654200	14791000	4297200	8820800	5972300	6953700
P28065	PSMB9	2108000	NA	3436000	9648700	3341200	3448200	NA	NA	6637200	NA	NA	22953000	NA	NA	NA	4142700	NA	3170900
P28066	PSMA5	52999000	51182000	20468000	60989000	30196000	27613000	57362000	35025000	38279000	41313000	42480000	65145000	31838000	28715000	16784000	44960000	45349000	46276000
P28070	PSMB4	61875000	45836000	31818000	82907000	42761000	44318000	42824000	28974000	54138000	35730000	35828000	63534000	28281000	30265000	33561000	32484000	48714000	39857000
P28072	PSMB6	19254000	22801000	12805000	19472000	10875000	12656000	16755000	16858000	5438600	16863000	19242000	4653000	16559000	11439000	18262000	18786000	19162000	15049000
P28074	PSMB5	51916000	53542000	37096000	49403000	15841000	26679000	36105000	17297000	10641000	17280000	40433000	1981200	34838000	14102000	30402000	37511000	42552000	25321000
P28161	GSTM2	6862400	NA	NA	NA	NA	NA	NA	NA	NA	NA	2222500	NA	NA	NA	NA	NA	NA	NA
P28288	ABCD3	49556000	29438000	25205000	51209000	35958000	51956000	18158000	46451000	39002000	68916000	52660000	76625000	29564000	11331000	118370000	15912000	43969000	58958000
P28290	SSFA2	NA	NA	NA	NA	NA	2543800	114490000	NA	NA	NA	NA	974000	NA	NA	NA	NA	NA	NA
P28331	NDUFS1	51376000	20767000	70016000	68145000	99685000	42113000	69264000	115380000	56106000	39831000	63381000	52270000	67249000	39491000	87547000	28104000	76738000	28674000
P28482	MAPK1	8304900	10244000	13698000	15340000	6346900	13935000	11183000	10900000	15677000	9614300	11935000	9310400	15454000	5385900	11481000	16637000	7568800	NA
P28799	GRN	18461000	10435000	12232000	15822000	19767000	16295000	29889000	5277900	13152000	17315000	8323700	16563000	9493500	13698000	33726000	13105000	15335000	10041000
P28838	LAP3	38056000	36785000	17608000	19403000	13657000	20825000	9095700	23002000	47183000	39994000	37790000	73135000	32975000	15969000	23728000	78505000	24439000	27057000
P29144	TPP2	NA	5601600	5748900	5512600	NA	NA	7597900	NA	5639800	NA	NA	NA	7382000	7479300	NA	NA	4139000	NA
P29350	PTPN6	3017600	3218200	3130600	3304100	NA	NA	25395000	NA	NA	2401600	3225900	2830300	NA	2411100	NA	NA	NA	NA
P29372	MPG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4405200	NA	NA	NA	3444300	NA
P29373	CRABP2	40849000	12797000	17433000	91312000	7227600	2595500	13526000	10260000	51150000	14158000	73293000	48027000	73325000	98856000	19680000	21160000	67812000	276860000
P29401	TKT	366380000	438520000	293280000	154440000	541450000	248500000	225980000	459580000	155740000	365460000	142540000	214020000	389350000	529230000	242300000	330080000	299120000	320910000
P29508	SERPINB3	596620	1883200	188990000	1647200	NA	2009700	2058300	1466900	NA	2125900	NA	NA	NA	NA	NA	967420	7021300	893710
P29590	PML	2580600	1983300	3400100	5919800	NA	NA	NA	NA	2367900	NA	2716700	18856000	NA	3121800	3040600	3897000	NA	3909000
P29692	EEF1D	171510000	155000000	175570000	151170000	165870000	106670000	111480000	95580000	106210000	183170000	149180000	133890000	239240000	208850000	126060000	163270000	151560000	140570000
P29728	OAS2	NA	25019000	5030500	11028000	3569100	10341000	NA	5554700	17328000	11416000	NA	31086000	NA	4679100	NA	NA	NA	6310500
P29762	CRABP1	NA	2342900	5242100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2223900	5628900	NA	NA	NA	2668900
P29966	MARCKS	NA	NA	5272800	4274800	1849400	NA	10408000	2434800	NA	6085500	9226600	5568600	4841600	11072000	33259000	35697000	16249000	15530000
P29992;O95837	GNA11	3532900	8929800	5864800	12943000	7884000	8203300	9019600	20719000	NA	7263900	11362000	NA	5198600	4005000	NA	NA	2465700	3920900
P30038	ALDH4A1	14827000	29083000	8509500	33971000	55651000	65577000	16610000	57413000	16633000	29749000	18342000	30449000	32072000	54441000	7818400	13868000	23245000	24283000
P30040	ERP29	46713000	34168000	20934000	36358000	54196000	58625000	60727000	52853000	50518000	70210000	55023000	55248000	38076000	85754000	23540000	70824000	58890000	50023000
P30041	PRDX6	85466000	129690000	67308000	44743000	127790000	14836000	49800000	50999000	102070000	102650000	138900000	126840000	101720000	226610000	81803000	88812000	107830000	261670000
P30043	BLVRB	49526000	20684000	15407000	48198000	13247000	14251000	15622000	21147000	19670000	32106000	42346000	69272000	28243000	48787000	20834000	43407000	98836000	68609000
P30044	PRDX5	176340000	96186000	50149000	59916000	64596000	65295000	75686000	70560000	88177000	133020000	91387000	120220000	142980000	102910000	168180000	101470000	280340000	193690000
P30048	PRDX3	71830000	109410000	61232000	100200000	69299000	71225000	114190000	190030000	85421000	165390000	195400000	177780000	126070000	102250000	164410000	115650000	301090000	117720000
P30049	ATP5D	26554000	29604000	14524000	27083000	29040000	11968000	33246000	43702000	20316000	34385000	42358000	27985000	37685000	33620000	61825000	37936000	62409000	36010000
P30050	RPL12	72077000	68246000	56600000	70740000	68790000	57869000	56586000	126370000	52385000	101100000	74223000	85847000	77001000	67202000	80595000	65200000	80530000	64654000
P30084	ECHS1	15133000	7935300	12142000	10815000	42036000	5576900	NA	26777000	5422100	34612000	44396000	77834000	68828000	48634000	58243000	40341000	121310000	97822000
P30085	CMPK1	9203500	11730000	6980400	12576000	5180100	6729700	11343000	19260000	5110100	19763000	12577000	26285000	23073000	42853000	NA	41674000	16486000	28241000
P30086	PEBP1	69870000	21218000	15668000	29757000	74157000	41042000	46069000	150440000	50362000	7475700	64714000	5930200	15630000	4708700	11414000	15540000	26877000	12049000
P30101	PDIA3	270380000	889660000	541770000	630920000	430350000	552510000	407410000	768470000	749890000	578670000	384900000	1288500000	473260000	680690000	211540000	478670000	386570000	476020000
P30153	PPP2R1A	143770000	103840000	124720000	156300000	122290000	119610000	203380000	107280000	190610000	111410000	210730000	116730000	105960000	116830000	154090000	98167000	92998000	127110000
P30419	NMT1	5407100	5351500	4701500	8611000	NA	NA	7854000	7025700	4433800	6046700	5291900	6785400	2740600	7325700	6713400	NA	NA	3536400
