protein_id	gene_names	OR-01	OR-04	OR-07	OR-09	OR-10	OR-13	OR-20	OR-23	OR-25	PD-02	PD-03	PD-04	PD-06	PD-07	PD-08	PD-09	PD-10	PD-11
P61224;P62834;A6NIZ1	RAP1B;RAP1A	30800000	49891000	30778000	31409000	39856000	63564000	27422000	31814000	24383000	23226000	37079000	27065000	17133000	7903700	19298000	37057000	30122000	17168000
P61247	RPS3A	41237000	33596000	33604000	38817000	42093000	26753000	20902000	36180000	23808000	60613000	45386000	37069000	40846000	24750000	39993000	42291000	54620000	24603000
P61254	RPL26	55755000	53941000	42723000	34226000	54017000	50173000	42819000	68218000	32660000	75806000	43351000	71318000	37234000	38484000	48468000	38621000	58845000	28456000
P61289	PSME3	NA	2905200	2286500	6471200	3191400	3284400	6569200	5926700	NA	NA	4127400	3971200	NA	11447000	NA	NA	2933400	NA
P61313	RPL15	66425000	72631000	45119000	51135000	62241000	52209000	61875000	80298000	43058000	80180000	49756000	63137000	53107000	45049000	42949000	48899000	56173000	38947000
P61353	RPL27	79573000	81380000	63483000	69272000	69941000	62142000	70185000	111400000	39721000	87842000	54169000	65892000	64211000	50434000	44671000	44516000	69234000	33838000
P61421	ATP6V0D1	10225000	5091000	7125300	6663200	NA	8194000	NA	7460800	NA	NA	NA	NA	NA	2935400	NA	NA	7004900	2581800
P61513;A6NKH3	RPL37A	21279000	20671000	20028000	20409000	25005000	22515000	17853000	35684000	20103000	38650000	22204000	29907000	19318000	16038000	22781000	18699000	19197000	12425000
P61586	RHOA	31632000	36671000	20920000	45371000	38767000	29512000	61265000	46127000	30482000	12829000	38417000	45221000	40014000	18897000	27911000	48854000	35496000	28170000
P61604	HSPE1	38611000	9536800	28270000	31053000	35207000	17420000	12221000	48695000	13122000	67208000	88945000	136520000	190680000	166990000	288700000	170920000	340100000	239570000
P61619;Q9H9S3	SEC61A1	26134000	21710000	14120000	21171000	29878000	21148000	21509000	40429000	18421000	31090000	16070000	22276000	16555000	13929000	42281000	19976000	17479000	15539000
P61626	LYZ	NA	35568000	99770000	4038400	3488000	18076000	7978000	NA	6852900	2630200	NA	2611500	3233200	3398000	NA	11463000	8111700	15436000
P61758	VBP1	NA	NA	NA	2432000	NA	NA	NA	NA	NA	NA	5902800	NA	2504300	NA	NA	3081200	2919700	NA
P61764	STXBP1	NA	NA	NA	1557300	NA	NA	5502700	2908000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61769	B2M	8460200	7419800	5216400	27360000	7078200	4612700	4857500	13536000	9029900	18385000	1591200	71957000	1952800	13076000	5169200	5863800	10740000	5293400
P61803	DAD1	11164000	15224000	25983000	15123000	27149000	17873000	18830000	28221000	7256300	10191000	9827500	7461300	22007000	13329000	NA	20723000	16955000	8980200
P61923	COPZ1	32104000	41403000	30647000	46976000	43227000	33429000	20267000	52073000	42941000	28801000	32382000	33445000	39722000	44410000	26171000	35900000	32006000	31300000
P61956;P55854;Q6EEV6	SUMO2	2732100	23435000	NA	3090200	NA	NA	NA	6781700	5559600	7313300	10024000	8087500	NA	6450500	9984800	10598000	NA	19513000
P61960	UFM1	NA	NA	NA	NA	NA	NA	7136800	5042300	NA	NA	8663100	27868000	NA	13956000	NA	NA	20958000	23220000
P61966	AP1S1	9517600	2241200	8685100	18951000	9751100	9091300	16082000	15555000	5940000	5368500	11414000	10268000	5971400	9187900	3851200	5794100	8641100	7096100
P61970	NUTF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3862300	NA	2420200	4576200	NA	NA	3939400	11089000
P61978	HNRNPK	554250000	632670000	639520000	709720000	775820000	493330000	834640000	540550000	481260000	823790000	790310000	805470000	772140000	664190000	754910000	571000000	442850000	526910000
P61981	YWHAG	145460000	88845000	67086000	117410000	36538000	75261000	187230000	144090000	130990000	138740000	147460000	87545000	202330000	68511000	132330000	115630000	122360000	128580000
P62081	RPS7	107530000	96056000	57440000	108520000	99238000	66177000	88937000	108380000	60553000	105660000	90426000	97317000	92461000	67472000	129010000	85806000	132340000	80703000
P62136	PPP1CA	11115000	11478000	9713200	9358600	10488000	5615000	10408000	9093800	9971400	9147300	19569000	10681000	16141000	10058000	9237200	13350000	8608400	12847000
P62140	PPP1CB	6353600	5802000	7049500	9193600	8762700	5178000	8650600	9299600	10600000	9671100	8241100	7292700	10185000	11497000	NA	11516000	5807900	14155000
P62158;P02585	CALM1	55035000	85471000	136300000	99352000	133160000	113090000	48685000	108410000	49605000	144330000	268520000	219200000	121450000	149530000	22251000	318920000	203280000	51646000
P62191	PSMC1	48844000	49579000	30019000	61020000	36854000	36952000	54447000	40674000	36934000	28292000	41000000	45945000	42931000	33918000	13621000	30686000	34126000	27446000
P62195;Q8NB90	PSMC5	49240000	39867000	32858000	61365000	28290000	31749000	41207000	34810000	27051000	27431000	37544000	33508000	42957000	35226000	38005000	32332000	31159000	23344000
P62241	RPS8	78831000	86805000	75046000	82967000	82803000	82468000	82175000	163740000	66660000	114330000	95886000	92142000	120010000	83138000	67903000	103960000	80809000	63394000
P62244	RPS15A	80677000	68980000	64182000	80540000	78282000	77615000	68733000	115910000	55961000	75202000	73503000	58747000	78622000	72642000	65372000	49227000	73758000	43086000
P62249	RPS16	78986000	62570000	72310000	83133000	77619000	56054000	73131000	97053000	45928000	91600000	76412000	75963000	79136000	57203000	46482000	70289000	83988000	45653000
P62258	YWHAE	357500000	585980000	323160000	292830000	272000000	580060000	376430000	690040000	294230000	574590000	788750000	583610000	236180000	325130000	234900000	210320000	392060000	355400000
P62263	RPS14	47693000	38005000	35606000	44568000	54600000	37174000	35461000	58253000	38212000	60644000	41154000	50289000	48847000	36110000	84908000	46500000	51943000	40649000
P62266	RPS23	18737000	25466000	19132000	14077000	21124000	18669000	14695000	31041000	12211000	23844000	16882000	26026000	19080000	13664000	11071000	15712000	27912000	11189000
P62269	RPS18	108830000	101170000	70055000	125920000	120060000	80573000	89126000	134220000	53685000	111580000	86625000	106610000	96820000	66867000	114110000	98953000	138790000	82011000
P62273	RPS29	5086600	NA	7016000	5032200	6441200	6259400	4544600	9648100	NA	7447700	6098600	7496600	6406800	4117900	NA	5966700	9948300	NA
P62277	RPS13	81591000	130700000	73611000	89029000	85926000	77951000	88471000	149350000	47590000	74702000	85387000	73035000	80963000	58310000	86572000	73964000	116200000	53031000
P62280	RPS11	24586000	29940000	20019000	18771000	19654000	24263000	24965000	44201000	15819000	37883000	25340000	49089000	31279000	18777000	32220000	18968000	24441000	10110000
P62304	SNRPE	NA	11467000	NA	NA	18092000	14536000	NA	NA	14806000	NA	NA	13034000	NA	11533000	NA	NA	17464000	18146000
P62306	SNRPF	20113000	10769000	12507000	19236000	27557000	9018700	8020600	7128500	9696400	9409400	14361000	14277000	10287000	13675000	35471000	12435000	18398000	14272000
P62312	LSM6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3280200	NA	NA	NA	3545400	NA	NA	NA
P62314	SNRPD1	46377000	34591000	33834000	56789000	66129000	25809000	31503000	25149000	21085000	43598000	29164000	32059000	24753000	30703000	11714000	26895000	44469000	19654000
P62316	SNRPD2	26795000	16397000	12868000	30107000	33238000	17538000	20857000	15044000	9464000	27619000	24614000	20461000	15860000	14781000	36991000	19028000	26742000	13893000
P62318	SNRPD3	9659100	6775600	5939000	10540000	12785000	5597600	7792500	6936100	7337200	14989000	16392000	12829000	13475000	NA	NA	12439000	13041000	17881000
P62330	ARF6	14388000	31197000	27701000	36294000	27175000	30581000	15972000	26657000	15984000	23678000	35421000	14838000	11491000	11418000	5841200	17002000	12564000	18786000
P62333	PSMC6	46823000	29610000	28409000	39122000	23957000	30178000	31384000	27528000	25116000	30387000	32052000	31085000	30522000	27758000	16334000	25872000	22489000	23911000
P62424	RPL7A	161320000	162120000	121600000	145740000	164410000	149460000	153480000	254150000	106150000	170440000	128570000	143220000	161590000	109210000	99651000	103590000	158830000	124820000
P62495	ETF1	27874000	33204000	34180000	34883000	21989000	26707000	45530000	32182000	29234000	15359000	29840000	20209000	29355000	30027000	23059000	27303000	18053000	33946000
P62701;Q8TD47;P22090	RPS4X;RPS4Y2	114440000	111870000	98693000	112950000	117870000	104460000	96932000	157860000	81445000	166510000	109350000	133440000	131120000	93271000	129680000	94169000	127470000	75624000
P62714;P67775	PPP2CB;PPP2CA	NA	NA	NA	3471700	NA	NA	5494200	NA	NA	NA	8951400	NA	NA	5484700	NA	5402600	5458700	NA
P62750	RPL23A	74464000	81124000	57131000	84926000	92454000	81034000	75959000	135450000	59770000	103600000	68879000	72968000	83273000	48411000	68426000	55586000	74971000	59685000
P62753	RPS6	58828000	50532000	61395000	58380000	68260000	58372000	48632000	80715000	43767000	90117000	59400000	73724000	70575000	57344000	77607000	63771000	77018000	47234000
P62805	HIST1H4A	3227500000	5052500000	5309200000	4231600000	6033500000	4276500000	5203400000	4171000000	3888500000	4132400000	5905400000	3751500000	3239100000	3830200000	4540700000	2729000000	3595100000	2533400000
P62820	RAB1A	261720000	148790000	156000000	181800000	193090000	171200000	178250000	173630000	225420000	101990000	157090000	201840000	165500000	213440000	100230000	143280000	181480000	123180000
P62826	RAN	21798000	10299000	19511000	15421000	39116000	9144500	9022500	8699300	9577300	31890000	30264000	16198000	12630000	NA	5607900	18699000	19624000	10229000
P62829	RPL23	32942000	14794000	27574000	26471000	33434000	26890000	19273000	38979000	17806000	40470000	23262000	9663800	26418000	32212000	NA	21937000	26262000	21091000
P62841	RPS15	28695000	26245000	12316000	28062000	29811000	22433000	18740000	26100000	14497000	31378000	16792000	18238000	16575000	13831000	7209300	25779000	23180000	18156000
P62847	RPS24	45605000	25534000	29278000	47435000	44445000	31820000	25988000	36531000	21275000	31612000	29028000	23666000	26675000	24901000	NA	19984000	40974000	25156000
P62851	RPS25	4133200	NA	2574900	NA	NA	2005500	NA	NA	NA	8507200	NA	NA	NA	4793100	30450000	NA	16770000	NA
P62854;Q5JNZ5	RPS26;RPS26P11	10860000	22500000	15995000	9048800	11684000	17320000	NA	27292000	14104000	37886000	NA	20471000	9950000	17926000	30026000	27161000	12236000	NA
P62857	RPS28	NA	NA	NA	NA	6351200	4318300	NA	NA	NA	11311000	NA	8542200	NA	NA	NA	NA	NA	NA
P62873	GNB1	72509000	62112000	49444000	78658000	67285000	126730000	95992000	95632000	67217000	70319000	100410000	63348000	64168000	51422000	42296000	55780000	58929000	56388000
P62877	RBX1	4182700	2901000	3245300	3550400	3846600	2922800	NA	4098600	4934100	NA	3637200	2621300	3747800	NA	NA	2093500	NA	2962000
P62879;Q9HAV0	GNB2;GNB4	17358000	27863000	12949000	8938800	NA	26964000	12428000	22001000	10778000	15025000	20458000	15576000	23499000	8721700	14442000	12936000	16478000	16199000
P62888	RPL30	55536000	44382000	46544000	61259000	55663000	63151000	55501000	114640000	49853000	71430000	63837000	57498000	73498000	45200000	27136000	43227000	59520000	46116000
P62899	RPL31	31748000	48063000	23752000	43441000	42130000	36456000	37761000	65243000	33386000	47955000	31233000	46835000	42572000	18751000	57391000	35424000	43039000	28024000
P62906	RPL10A	79870000	67195000	66059000	93452000	71616000	57918000	50201000	95830000	36281000	77840000	61393000	56325000	66434000	74357000	48958000	53241000	70434000	55531000
P62910	RPL32	NA	5399800	7719600	5451300	NA	7787600	NA	13420000	NA	9869100	6035400	NA	9756700	9060000	9974100	2570900	7189500	NA
P62913	RPL11	37403000	37541000	46303000	38576000	45467000	37982000	26612000	61454000	25073000	57631000	42001000	48628000	36471000	43156000	42860000	36412000	43594000	37427000
P62917	RPL8	105080000	101460000	77604000	76822000	94196000	95300000	83520000	132330000	71953000	141560000	86618000	111950000	92155000	76075000	104360000	73535000	93484000	47285000
P62937	PPIA	211000000	70324000	114250000	102510000	390370000	64859000	57247000	72809000	65261000	85744000	264600000	79908000	50401000	60592000	47378000	126010000	151380000	75987000
P62993	GRB2	8923700	NA	3234200	4224000	NA	4719500	3410000	11457000	NA	6973100	6033500	5580900	3134600	5124200	NA	NA	25838000	12194000
P62995	TRA2B	63083000	51332000	58816000	53243000	85567000	56854000	63292000	58464000	49336000	56722000	90483000	56206000	35295000	49372000	53003000	54052000	59289000	35903000
P63000;P60763	RAC1;RAC3	9384000	15281000	9794200	8902600	9757000	6379500	12838000	11185000	NA	6457300	11270000	8558800	7703700	5929200	NA	10894000	13742000	11812000
P63010	AP2B1	21407000	17475000	13984000	31007000	25674000	20595000	32993000	26398000	25598000	14631000	22935000	22287000	17530000	20247000	NA	18904000	20763000	30493000
P63027;P23763	VAMP2	3794000	NA	NA	7746500	NA	NA	25363000	19051000	NA	NA	NA	NA	NA	NA	NA	3847500	NA	NA
Q5JWF2;P63092;P38405	GNAS	35847000	14097000	5374000	6549200	6552200	22319000	5521700	14733000	6655000	5525500	13331000	NA	5152900	5209100	5926400	5231800	5869200	3364000
P63104	YWHAZ	1052300000	373870000	1068100000	626360000	545740000	469250000	534650000	806880000	495330000	827150000	922890000	471380000	2029500000	588740000	1099100000	600510000	720570000	905390000
P63151;Q66LE6;Q00005;Q9Y2T4	PPP2R2A	9391700	10335000	17567000	33575000	11210000	12489000	22775000	17212000	30017000	15004000	50330000	18902000	10876000	24922000	13478000	18484000	3478000	10794000
P63165	SUMO1	3548500	5459100	3552500	2509100	NA	2630900	3468900	4639500	5065500	5793000	5125400	5890300	NA	5382900	NA	NA	3872300	4795100
P63167;Q96FJ2	DYNLL1;DYNLL2	NA	NA	NA	4126300	NA	NA	NA	NA	8379700	NA	NA	NA	NA	NA	NA	NA	NA	NA
P63173	RPL38	16126000	19670000	18155000	25507000	15739000	15766000	19266000	29333000	7709900	22725000	15471000	12621000	18531000	11939000	43349000	11638000	14554000	13164000
P63208	SKP1	25986000	14304000	17883000	17838000	9993600	12071000	23378000	15702000	12241000	12743000	26780000	20541000	18516000	15877000	8575600	13200000	19469000	42007000
P63218	GNG5	2448300	NA	NA	NA	NA	3328500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P63220	RPS21	17572000	10289000	3561300	17746000	12190000	7785600	12282000	15575000	7632200	18036000	13201000	12851000	13128000	7673600	16306000	12768000	17979000	10575000
P63241;Q6IS14;Q9GZV4	EIF5A;EIF5AL1	32578000	33928000	28383000	15659000	12803000	23465000	13847000	46064000	9651400	31902000	49400000	62661000	29154000	45716000	19720000	29023000	34580000	34625000
P63244	GNB2L1	160620000	173580000	147710000	153290000	162470000	142260000	155190000	265670000	142000000	196670000	168390000	178140000	205850000	163480000	124470000	162410000	161500000	135540000
P63261	ACTG1	4308500000	3965100000	5129600000	3738800000	2944400000	5708200000	3580300000	2662500000	5002600000	4572800000	5124900000	5741400000	4647900000	7503700000	6486000000	6318500000	5945400000	6147000000
P63279	UBE2I	6213000	5774100	3660200	3723200	NA	2868600	8381900	5389300	NA	6773300	7254100	5011100	5498800	5810100	NA	NA	5606400	NA
P63313	TMSB10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6709800	NA	6575000	22208000	NA	NA	NA	34241000
P67809;Q9Y2T7	YBX1	43808000	15104000	18189000	31478000	25712000	24478000	22548000	27382000	13911000	45210000	25599000	42155000	64244000	26091000	89752000	45037000	48018000	50430000
P67812	SEC11A	12266000	12483000	10287000	9656100	9582700	10993000	3716000	6946000	4296400	4088100	9086400	9391100	8122400	9484600	NA	8603100	8819500	5665200
P67870	CSNK2B	NA	NA	NA	NA	5277100	6968000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7186700
P67936	TPM4	162190000	30894000	180730000	186700000	71849000	122240000	70474000	45315000	74927000	222160000	220080000	347580000	179950000	149590000	177370000	457910000	305480000	187260000
P68032;P68133	ACTC1;ACTA1	1036200000	88715000	757030000	925890000	595550000	313450000	425590000	54121000	130730000	1508000000	732720000	493610000	629820000	787770000	271920000	1192200000	1322400000	620370000
P68036	UBE2L3	13411000	22513000	13251000	20235000	6792900	18435000	14543000	11563000	26069000	16869000	28162000	22823000	25930000	10107000	NA	30271000	11102000	29184000
P68104;Q5VTE0	EEF1A1;EEF1A1P5	751350000	701580000	716560000	510590000	670620000	553530000	657590000	737660000	724540000	843620000	1235400000	1011900000	955150000	995970000	1062900000	824700000	1010400000	684410000
P68363;CON__ENSEMBL:ENSBTAP00000016242	TUBA1B	1753900000	1722700000	1560200000	1954600000	1063800000	1574100000	2246000000	986900000	1698000000	961810000	2303700000	1396300000	1829300000	854080000	988880000	1311200000	1342900000	1714800000
P68366;A6NHL2;Q9H853	TUBA4A	10284000	23505000	NA	6079400	34343000	NA	52069000	136950000	NA	13130000	42481000	NA	6199800	15522000	6822700	9765800	NA	25694000
P68371	TUBB4B	1379300000	1507900000	1456700000	1719700000	900250000	1288900000	1778300000	852310000	1396800000	810280000	1681700000	1142500000	1516200000	913890000	1080700000	972910000	971110000	1171300000
P68400	CSNK2A1	26400000	17894000	21872000	22693000	11793000	20776000	35038000	16510000	NA	26668000	32581000	13251000	17821000	10150000	NA	19214000	19756000	18634000
P68402	PAFAH1B2	NA	NA	NA	2373900	NA	NA	5229200	6062500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68871	HBB	1889100000	764040000	1075500000	1988800000	550410000	865310000	1320300000	827950000	803940000	938870000	763590000	758690000	144470000	1468000000	180410000	899580000	919070000	161120000
Q5JPE7;P69849;Q15155	NOMO2;NOMO3;NOMO1	22391000	16418000	13816000	25552000	19474000	23780000	16813000	31886000	12376000	23046000	19812000	16578000	17026000	13729000	14905000	28851000	17317000	12493000
P69905;P02008	HBA1	1179500000	321510000	574830000	974250000	268820000	466300000	645620000	499160000	527450000	646890000	400500000	546090000	76672000	987240000	126880000	463880000	485310000	35692000
P78344	EIF4G2	20552000	7068900	11617000	8636000	4980500	4338800	5845600	8218000	5729000	8896500	5294800	6610600	17081000	6997900	10700000	5563000	4300400	7698500
P78347;Q6EKJ0;Q86UP8	GTF2I	19302000	28649000	19280000	16818000	23645000	51620000	42484000	46148000	24840000	79623000	84224000	20419000	36979000	22424000	18191000	39644000	9348200	37496000
P78356	PIP4K2B	1357300	NA	NA	1944600	NA	NA	2595600	1426400	7489400	1599800	2268800	1275500	36117000	2013700	NA	2745600	2049800	23932000
P78371	CCT2	206720000	214000000	191430000	140940000	178490000	127600000	188780000	207670000	242810000	138970000	196030000	204230000	204440000	166870000	126440000	134860000	152370000	158040000
P78381	SLC35A2	2231400	NA	NA	3330700	3755700	NA	3477100	NA	2926100	1751700	3788900	3415800	3793800	NA	NA	NA	NA	3126600
P78417	GSTO1	15269000	20074000	4197000	10087000	NA	7510700	13764000	12811000	16464000	18105000	12748000	8471100	8670100	12331000	NA	12591000	13168000	10135000
